artist,auth,firstName,gender,itemInSession,lastName,length,level,location,method,page,registration,sessionId,song,status,ts,userAgent,userId
Les MisÃÂ©rables - 10th Anniversary Concert,Logged In,Connor,M,0,Gillespie,171.44118,paid,"Santa Cruz-Watsonville, CA",PUT,NextSong,1506639389284,6856,A Heart Full Of Love,200,1513812037284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1035
Stone Temple Pilots,Logged In,Troy,M,3,Johnston,215.27465,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1500649908284,4568,Art School Girl (LP Version),200,1513812062284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",946
Carla Thomas,Logged In,Bella,F,2,Gates,147.27791,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1507454695284,4136,Lie To Keep Me From Crying,200,1513812090284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,459
Broken Social Scene,Logged In,Seraphina,F,59,Cole,340.40118,paid,"Dallas-Fort Worth-Arlington, TX",PUT,NextSong,1511033353284,4729,Sentimental X's,200,1513812096284,"\"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",856
Bloc Party,Logged In,Jake,M,12,Tapia,210.83383,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1493776019284,2083,Trojan Horse,200,1513812156284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",2084
Osker,Logged In,Joseph,M,8,Beard,298.10893,paid,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1507105256284,5525,Disconnect_ Disconnect,200,1513812193284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/6.1.5 Safari/537.77.4\"",1082
Diorama,Logged In,Connor,M,1,Gillespie,353.01832,paid,"Santa Cruz-Watsonville, CA",PUT,NextSong,1506639389284,6856,wingless,200,1513812208284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1035
"",Logged In,Erica,F,0,Gray,"",free,"Blacksburg-Christiansburg-Radford, VA",GET,Home,1509885333284,3255,"",200,1513812211284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2764
Coldplay,Logged In,Gunner,M,3,Stone,268.38159,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1496840534284,2151,Yellow,200,1513812222284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2152
Chesney Hawkes,Logged In,Brooklyn,F,9,Henry,214.46485,paid,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1510900033284,1566,Nothing Serious,200,1513812236284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.102 Safari/537.36\"",1567
Brenda Russell,Logged In,Bella,F,3,Gates,320.522,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1507454695284,4136,Piano In The Dark,200,1513812237284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,459
The Band Of Heathens,Logged In,Troy,M,4,Johnston,210.12853,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1500649908284,4568,Heart On My Sleeve,200,1513812277284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",946
Sugar Ray feat. Super Cat,Logged In,Slayton,M,7,Burke,292.5971,paid,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1480383553284,1393,Fly (Remastered LP Version),200,1513812334284,"\"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1394
The Buggles,Logged In,Ethan,M,14,Larson,198.08608,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1511147509284,4378,Video Killed The Radio Star,200,1513812343284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2189
Matthew Good,Logged In,Addison,F,0,Gray,573.46567,free,"Houston-The Woodlands-Sugar Land, TX",PUT,NextSong,1486160185284,2771,Champions of Nothing,200,1513812347284,"\"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.94 Safari/537.36\"",2772
Cabaret Voltaire,Logged In,Enrique,M,17,Miller,236.38159,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1500182660284,6740,Sex In Secret,200,1513812352284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
Orishas,Logged In,Jake,M,13,Tapia,222.22322,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1493776019284,2083,Represent,200,1513812366284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",2084
Clinic,Logged In,Elizabeth,F,0,Singh,189.93587,free,"Warsaw, IN",PUT,NextSong,1511898110284,4635,Kimberly,200,1513812394284,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:31.0) Gecko/20100101 Firefox/31.0,2598
Days Of The New,Logged In,Miles,M,7,Michael,311.7971,paid,"Harrisonburg, VA",PUT,NextSong,1498749506284,3893,Enemy,200,1513812395284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.10\"",1829
Minnie Riperton,Logged In,Seraphina,F,60,Cole,206.75873,paid,"Dallas-Fort Worth-Arlington, TX",PUT,NextSong,1511033353284,4729,Reasons,200,1513812436284,"\"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",856
Sean Kingston,Logged In,Brooklyn,F,10,Henry,220.62975,paid,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1510900033284,1566,That Ain't Right,200,1513812450284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.102 Safari/537.36\"",1567
The Chi-Lites,Logged In,Dreden,M,55,Rodriguez,180.87138,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1513620661284,6652,Oh Girl,200,1513812466284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1232
P. Diddy,Logged In,Caden,M,0,Ortiz,272.16934,free,"Baltimore-Columbia-Towson, MD",PUT,NextSong,1490220642284,6781,Come To Me (Featuring Nicole Scherzinger) (Explicit Version),200,1513812471284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2715
"",Logged In,Seraphina,F,61,Cole,"",paid,"Dallas-Fort Worth-Arlington, TX",GET,Downgrade,1511033353284,4729,"",200,1513812483284,"\"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",856
Del The Funky Homosapien,Logged In,Troy,M,5,Johnston,253.41342,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1500649908284,4568,Str8t Up And Down,200,1513812487284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",946
Florence + The Machine,Logged In,Gunner,M,4,Stone,168.64608,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1496840534284,2151,You've Got The Love,200,1513812490284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2152
Lily Allen,Logged In,Joseph,M,9,Beard,195.18649,paid,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1507105256284,5525,Cheryl Tweedy,200,1513812491284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/6.1.5 Safari/537.77.4\"",1082
Beastie Boys,Logged In,Maliyah,F,0,Hebert,211.722,free,"Raleigh, NC",PUT,NextSong,1507179729284,5493,Unite (2009 Digital Remaster),200,1513812507284,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2125
Foo Fighters,Logged In,Jesus,M,0,Greene,200.80281,free,"Sebring, FL",PUT,NextSong,1513516599284,6785,Breakout,200,1513812536284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1678
Anna Nalick,Logged In,Ethan,M,15,Larson,281.83465,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1511147509284,4378,Breathe (2 AM),200,1513812541284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2189
Eluveitie,Logged In,Bella,F,4,Gates,146.83383,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1507454695284,4136,D'VÃÂªriÃÂ» AgÃÂ¢ge D'Bitu,200,1513812557284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,459
Martha Argerich/Charles Dutoit/Orchestre Symphonique de MontrÃÂ©al,Logged In,Connor,M,2,Gillespie,583.54893,paid,"Santa Cruz-Watsonville, CA",PUT,NextSong,1506639389284,6856,Piano Concerto No. 3 in C Op. 26: First movement: Andante - Allegro,200,1513812561284,"\"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1035
Diego Torres,Logged In,Ximena,F,0,Gallagher,217.20771,free,"Albuquerque, NM",PUT,NextSong,1508764613284,6838,EsperÃÂ¡ndote,200,1513812578284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1644
Justin Bieber,Logged In,Enrique,M,18,Miller,220.89098,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1500182660284,6740,Somebody To Love,200,1513812588284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
Foolish Things,Logged In,Jake,M,14,Tapia,266.86649,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1493776019284,2083,Who Can Compare,200,1513812588284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",2084
Mike And The Mechanics,Logged In,Slayton,M,8,Burke,275.12118,paid,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1480383553284,1393,A Beggar On A Beach Of Gold,200,1513812626284,"\"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1394
Aphrodite's Child,Logged In,Seraphina,F,62,Cole,167.60118,paid,"Dallas-Fort Worth-Arlington, TX",PUT,NextSong,1511033353284,4729,Babylon,200,1513812642284,"\"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",856
Nickelback,Logged In,Dreden,M,56,Rodriguez,224.13016,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1513620661284,6652,How You Remind Me,200,1513812646284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1232
"",Logged In,David,M,0,Hayden,"",free,"San Francisco-Oakland-Hayward, CA",GET,Home,1499721554284,5625,"",200,1513812657284,"\"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",64
Future Rock,Logged In,Gunner,M,5,Stone,239.90812,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1496840534284,2151,Gears,200,1513812658284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2152
The Black Keys,Logged In,Gavin,M,0,Murphy,191.76444,free,"Providence-Warwick, RI-MA",PUT,NextSong,1510543564284,5342,Howlin For You,200,1513812660284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",415
Iron And Wine,Logged In,Brooklyn,F,11,Henry,126.77179,paid,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1510900033284,1566,The Devil Never Sleeps (Album),200,1513812670284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.102 Safari/537.36\"",1567
Franz Ferdinand,Logged In,Joseph,M,10,Beard,221.77914,paid,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1507105256284,5525,No You Girls,200,1513812686284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/6.1.5 Safari/537.77.4\"",1082
Polly Paulusma,Logged In,David,M,1,Hayden,222.9024,free,"San Francisco-Oakland-Hayward, CA",PUT,NextSong,1499721554284,5625,Give It Back,200,1513812694284,"\"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",64
The All-American Rejects,Logged In,Bella,F,5,Gates,183.61424,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1507454695284,4136,One More Sad Song,200,1513812703284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,459
Sikth,Logged In,Miles,M,8,Michael,250.53995,paid,"Harrisonburg, VA",PUT,NextSong,1498749506284,3893,Peep Show,200,1513812706284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.10\"",1829
Dierks Bentley,Logged In,Maliyah,F,1,Hebert,267.20608,free,"Raleigh, NC",PUT,NextSong,1507179729284,5493,Here She Comes,200,1513812718284,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2125
Secondhand Serenade,Logged In,Jesus,M,1,Greene,244.1922,free,"Sebring, FL",PUT,NextSong,1513516599284,6785,Awake,200,1513812736284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1678
Issac Delgado,Logged In,Troy,M,6,Johnston,305.55383,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1500649908284,4568,La Vida es un Carnaval,200,1513812740284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",946
John Frizzell,Logged In,Caden,M,1,Ortiz,114.88608,free,"Baltimore-Columbia-Towson, MD",PUT,NextSong,1490220642284,6781,Falling Apart,200,1513812743284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2715
Trey Songz,Logged In,Ximena,F,1,Gallagher,223.92118,free,"Albuquerque, NM",PUT,NextSong,1508764613284,6838,Love Lost (Album Version),200,1513812795284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1644
Coldplay,Logged In,Brooklyn,F,12,Henry,234.89261,paid,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1510900033284,1566,Lost!,200,1513812796284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.102 Safari/537.36\"",1567
Kate Ryan,Logged In,Enrique,M,19,Miller,195.13424,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1500182660284,6740,Libertine Radio Edit,200,1513812808284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
Modest Mouse,Logged In,Seraphina,F,63,Cole,272.50893,paid,"Dallas-Fort Worth-Arlington, TX",PUT,NextSong,1511033353284,4729,The World At Large,200,1513812809284,"\"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",856
"",Logged In,Teyona,F,0,Stevens,"",free,"Detroit-Warren-Dearborn, MI",GET,Home,1482928053284,6705,"",200,1513812814284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",298
Mickie Krause,Logged In,Ethan,M,16,Larson,204.17261,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1511147509284,4378,Orange TrÃÂ¤gt Nur Die MÃÂ¼llabfuhr (Go West),200,1513812822284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2189
True Faith Feat. Bridgett Grace With Final Cut,Logged In,Gavin,M,1,Murphy,344.34567,free,"Providence-Warwick, RI-MA",PUT,NextSong,1510543564284,5342,Take Me Away,200,1513812851284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",415
James Morrison,Logged In,Jake,M,15,Tapia,217.86077,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1493776019284,2083,The Only Night,200,1513812854284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",2084
A Day To Remember,Logged In,Caden,M,2,Ortiz,188.81261,free,"Baltimore-Columbia-Towson, MD",PUT,NextSong,1490220642284,6781,Have Faith In Me,200,1513812857284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2715
Metric,Logged In,Dreden,M,57,Rodriguez,223.86893,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1513620661284,6652,The Police And The Private,200,1513812870284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1232
"",Logged In,Teyona,F,1,Stevens,"",free,"Detroit-Warren-Dearborn, MI",GET,About,1482928053284,6705,"",200,1513812875284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",298
The Kooks,Logged In,Bella,F,6,Gates,307.74812,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1507454695284,4136,Time Awaits,200,1513812886284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,459
The Spill Canvas,Logged In,Gunner,M,6,Stone,358.03383,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1496840534284,2151,The TIde (LP Version),200,1513812897284,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2152
Violadores del Verso,Logged In,Slayton,M,9,Burke,298.4224,paid,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1480383553284,1393,No pasa nada feat. Supernafamacho,200,1513812901284,"\"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",1394
Alejandro Sanz,Logged In,Joseph,M,11,Beard,230.24281,paid,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1507105256284,5525,Non E_ Per Te_ Per Me,200,1513812907284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/6.1.5 Safari/537.77.4\"",1082
Alicia Keys,Logged In,Miles,M,9,Michael,275.04281,paid,"Harrisonburg, VA",PUT,NextSong,1498749506284,3893,Doesn't Mean Anything,200,1513812956284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.10\"",1829
Tab Benoit,Logged In,Jesus,M,2,Greene,221.09995,free,"Sebring, FL",PUT,NextSong,1513516599284,6785,Jambalaya,200,1513812980284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1678
Sam Cooke,Logged In,Maliyah,F,2,Hebert,122.04363,free,"Raleigh, NC",PUT,NextSong,1507179729284,5493,Ain't Misbehavin,200,1513812985284,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2125
"",Logged In,Maliyah,F,3,Hebert,"",free,"Raleigh, NC",PUT,Logout,1507179729284,5493,"",307,1513812986284,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:31.0) Gecko/20100101 Firefox/31.0,2125
Joe Dolan,Logged In,Enrique,M,20,Miller,245.52444,paid,"Chicago-Naperville-Elgin, IL-IN-WI",PUT,NextSong,1500182660284,6740,These Are The Days Of Our Lives,200,1513813003284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",58
"",Logged Out,"","",4,"","",free,"",GET,Home,"",5493,"",200,1513813017284,"",""
Saliva,Logged In,Ximena,F,2,Gallagher,281.96526,free,"Albuquerque, NM",PUT,NextSong,1508764613284,6838,All Because Of You,200,1513813018284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",1644
Hurricane Chris featuring Cherish,Logged In,Ethan,M,17,Larson,242.59873,paid,"Los Angeles-Long Beach-Anaheim, CA",PUT,NextSong,1511147509284,4378,Secret Lover,200,1513813026284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2189
Digitalism,Logged In,Brooklyn,F,13,Henry,72.85506,paid,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1510900033284,1566,Jupiter Approach,200,1513813030284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.102 Safari/537.36\"",1567
Kristin Hersh,Logged In,Caden,M,3,Ortiz,196.91057,free,"Baltimore-Columbia-Towson, MD",PUT,NextSong,1490220642284,6781,Your Ghost,200,1513813045284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36\"",2715
The Futureheads,Logged In,Troy,M,7,Johnston,174.88934,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1500649908284,4568,Skip To The End,200,1513813045284,"\"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",946
Dirt Devils,Logged In,Jake,M,16,Tapia,459.20608,paid,"Miami-Fort Lauderdale-West Palm Beach, FL",PUT,NextSong,1493776019284,2083,The Drill,200,1513813071284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_4) AppleWebKit/537.78.2 (KHTML, like Gecko) Version/7.0.6 Safari/537.78.2\"",2084
Justice,Logged In,Seraphina,F,64,Cole,223.79057,paid,"Dallas-Fort Worth-Arlington, TX",PUT,NextSong,1511033353284,4729,One Minute To Midnight,200,1513813081284,"\"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",856
Slipknot,Logged In,Dreden,M,58,Rodriguez,278.59546,paid,"New York-Newark-Jersey City, NY-NJ-PA",PUT,NextSong,1513620661284,6652,Before I Forget (Album Version),200,1513813093284,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,1232
Dexy's Midnight Runners,Logged In,Brooklyn,F,14,Henry,205.76608,paid,"Washington-Arlington-Alexandria, DC-VA-MD-WV",PUT,NextSong,1510900033284,1566,Geno,200,1513813102284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2062.102 Safari/537.36\"",1567
Discovery,Logged In,Naomi,F,0,Harris,210.70322,free,"Gettysburg, PA",PUT,NextSong,1509863059284,2640,Orange Shirt,200,1513813119284,"\"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.143 Safari/537.36\"",2641
"",Logged Out,"","",5,"","",free,"",GET,Help,"",5493,"",200,1513813135284,"",""
"",Logged Out,"","",6,"","",free,"",PUT,Login,"",5493,"",307,1513813136284,"",""
CafÃÂ© Tacvba,Logged In,Joseph,M,12,Beard,346.48771,paid,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",PUT,NextSong,1507105256284,5525,Metamorfosis,200,1513813137284,"\"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_5) AppleWebKit/537.77.4 (KHTML, like Gecko) Version/6.1.5 Safari/537.77.4\"",1082
